PROJ_CODE,PROJ_NAME,PROJ_SHORT,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA
J00657,Salt Creek,Salt Creek,Zinc,S0001443,-20.757111,117.704498,Mallina Basin,Copper,Cu,No,2.745,million tonnes,1.29921676,percent,35.6635,kilotonne,,,,,,,,,,,35.6635,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588,19/10/2022
J00657,Salt Creek,Salt Creek,Zinc,S0001443,-20.757111,117.704498,Mallina Basin,Gold,Au,No,2.745,million tonnes,0.16542805,gram/tonne,454.1,kilogram,14599.65421,ounce (troy),,,,,,,,,454.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588,19/10/2022
J00657,Salt Creek,Salt Creek,Zinc,S0001443,-20.757111,117.704498,Mallina Basin,Lead,Pb,No,2.745,million tonnes,1.02892532,percent,28.244,kilotonne,,,,,,,,,,,28.244,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588,19/10/2022
J00657,Salt Creek,Salt Creek,Zinc,S0001443,-20.757111,117.704498,Mallina Basin,Silver,Ag,No,2.745,million tonnes,25.86338798,gram/tonne,70995,kilogram,2282542.283,ounce (troy),,,,,,,,,70995,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588,19/10/2022
J00657,Salt Creek,Salt Creek,Zinc,S0001443,-20.757111,117.704498,Mallina Basin,Zinc,Zn,Yes,2.745,million tonnes,3.46531876,percent,95.123,kilotonne,,,,,,,,,,,95.123,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588,19/10/2022
J02278,Sandstone / Alto,Sandstone,Gold,S0020857,-28.14809,119.506401,Youanmi Terrane,Gold,Au,Yes,12.597,million tonnes,1.59877193,gram/tonne,20139.73,kilogram,647507.3639,ounce (troy),,,,,,,,,20139.73,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ba6f3707-e005-4a8b-8841-ad7eddefe544,19/10/2022
J04723,Sandy Ridge Kaolin / Tellus,Sandy Ridge,Kaolin,S0233080,-30.356103,120.085345,Youanmi Terrane,Kaolin,Kln,Yes,49.2,million tonnes,40.87455285,percent,20110.28,kilotonne,,,,,,,,,,,20110.28,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/5572b01d-dea4-4d44-b98e-274047c857cc,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Alumina,Al2O3,No,64.252,million tonnes,1.72951659,percent,1.111249,million tonnes,,,21.06,million tonnes,2.12773504,percent,0.448101,million tonnes,,,1.55935,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Iron,Fe,Yes,64.252,million tonnes,57.15938181,percent,36.726046,million tonnes,,,21.06,million tonnes,57.00136752,percent,12.004488,million tonnes,,,48.730534,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Iron - calcined,FeCalcined,No,64.252,million tonnes,62.96028295,percent,40.453241,million tonnes,,,21.06,million tonnes,62.81894587,percent,13.22967,million tonnes,,,53.682911,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Loss on ignition,LOI,No,64.252,million tonnes,9.19656976,percent,5.90898,million tonnes,,,21.06,million tonnes,9.26136752,percent,1.950444,million tonnes,,,7.859424,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Phosphorus,P,No,64.252,million tonnes,0.0797155,percent,51.2188,kilotonne,,,21.06,million tonnes,0.10413675,percent,21.9312,kilotonne,,,73.15,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Silica,SiO2,No,64.252,million tonnes,6.34910197,percent,4079.425,kilotonne,,,21.06,million tonnes,6.05378917,percent,1274.928,kilotonne,,,5354.353,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J03673,Sanjiv Ridge,Sanjiv Ridge,Iron,S0022265,-21.47369,119.666135,Gorge Creek Basin,Sulfur,S,No,64.252,million tonnes,0.01,percent,6.4252,kilotonne,,,21.06,million tonnes,0.01437892,percent,3.0282,kilotonne,,,9.4534,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9785aed1-2655-468c-8ea2-1b117d81ad8f,19/10/2022
J01189,Sargon,Sargon,Coal - undifferentiated,S0002599,-29.09064,114.905398,Greenough Shelf,Coal - undifferentiated,Coal,Yes,194,million tonnes,100,percent,194000,kilotonne,,,,,,,,,,,194000,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/e34813b0-5536-45e4-a15e-e177d4ab93f1,19/10/2022
J00656,Savannah Nickel,Savannah,Nickel,S0231765,-17.338411,128.017007,"Lamboo Province, Central Zone",Cobalt,Co,No,13.331,million tonnes,0.0999745,percent,13327.6,tonnes,,,8.274,million tonnes,0.08403916,percent,6953.4,tonnes,,,20281,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a7191a68-1fd9-4333-961d-fd171e6aea18,19/10/2022
J00656,Savannah Nickel,Savannah,Nickel,S0231765,-17.338411,128.017007,"Lamboo Province, Central Zone",Copper,Cu,No,13.331,million tonnes,0.70012602,percent,93.3338,kilotonne,,,8.274,million tonnes,0.57690355,percent,47.733,kilotonne,,,141.0668,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a7191a68-1fd9-4333-961d-fd171e6aea18,19/10/2022
J00656,Savannah Nickel,Savannah,Nickel,S0231765,-17.338411,128.017007,"Lamboo Province, Central Zone",Nickel,Ni,Yes,13.456,million tonnes,1.55968267,percent,209.8709,kilotonne,,,8.274,million tonnes,1.21563693,percent,100.5818,kilotonne,,,310.4527,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a7191a68-1fd9-4333-961d-fd171e6aea18,19/10/2022
J01093,Scaddan Gypsum ,Scaddan ,Gypsum,S0002433,-33.370098,121.724762,Scaddan Embayment,Gypsum,Gp,Yes,0.036,million tonnes,95,percent,34.2,kilotonne,,,,,,,,,,,34.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/7363fe71-900d-4f82-818a-12ad2e01d9cc,19/10/2022
J01193,Scaddan Lignite,Scaddan,Lignite,S0002604,-33.336516,121.873244,Scaddan Embayment,Lignite,Lignite,Yes,1040,million tonnes,100,percent,1040,million tonnes,,,,,,,,,,,1040,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b2eaf3d2-f655-40ab-970e-89afa89eb27e,19/10/2022
J04158,Scahill Sand-Gravel,Scahill-Gravel,Sand - construction,S0236914,-31.196271,121.30416,Yilgarn Craton granites,Gravel,Gvl,No,0.342,million tonnes,100,percent,342000,tonnes,,,,,,,,,,,342000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a1d6e0a9-3c19-457a-aceb-9c185abf40e5,19/10/2022
J04158,Scahill Sand-Gravel,Scahill-Gravel,Sand - construction,S0236914,-31.196271,121.30416,Yilgarn Craton granites,Sand - undifferentiated,Sd,No,2.4215,million tonnes,100,percent,2421500,tonnes,,,,,,,,,,,2421500,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a1d6e0a9-3c19-457a-aceb-9c185abf40e5,19/10/2022
J02508,Scotia Gold,Scotia,Gold,S0019050,-30.1494,121.233056,Eastern Goldfields Superterrane,Gold,Au,Yes,1.1,million tonnes,2.1,gram/tonne,2310,kilogram,74268.22557,ounce (troy),,,,,,,,,2310,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e734d93a-530d-4f4c-8530-a151bb72c0fc,19/10/2022
J00658,Scotia Nickel - Broad Arrow,Scotia Nickel - Broad Arrow,Nickel,S0020854,-30.061211,121.235603,Eastern Goldfields Superterrane,Cobalt,Co,No,0.911,million tonnes,0.07198683,percent,655.8,tonnes,,,,,,,,,,,655.8,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/517a4c8e-b885-4be0-8197-3d6fb7449614,19/10/2022
J00658,Scotia Nickel - Broad Arrow,Scotia Nickel - Broad Arrow,Nickel,S0020854,-30.061211,121.235603,Eastern Goldfields Superterrane,Copper,Cu,No,0.911,million tonnes,0.17037322,percent,1.5521,kilotonne,,,,,,,,,,,1.5521,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/517a4c8e-b885-4be0-8197-3d6fb7449614,19/10/2022
J00658,Scotia Nickel - Broad Arrow,Scotia Nickel - Broad Arrow,Nickel,S0020854,-30.061211,121.235603,Eastern Goldfields Superterrane,Nickel,Ni,Yes,0.911,million tonnes,2.34006586,percent,21.318,kilotonne,,,,,,,,,,,21.318,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/517a4c8e-b885-4be0-8197-3d6fb7449614,19/10/2022
J00660,Scott River / Cristal,Scott River,Ilmenite,S0001446,-34.261292,115.333099,Bunbury Trough,Heavy minerals,HM,No,7.02,million tonnes,100,percent,7020,kilotonne,,,,,,,,,,,7020,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bdd2faa5-8602-49ed-9145-70fac8e92a79,19/10/2022
J00660,Scott River / Cristal,Scott River,Ilmenite,S0001446,-34.261292,115.333099,Bunbury Trough,Ilmenite,Ilm,Yes,7.02,million tonnes,63,percent,4422.6,kilotonne,,,,,,,,,,,4422.6,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bdd2faa5-8602-49ed-9145-70fac8e92a79,19/10/2022
J00660,Scott River / Cristal,Scott River,Ilmenite,S0001446,-34.261292,115.333099,Bunbury Trough,Slimes,Slimes,No,7.02,million tonnes,13,percent,0.9126,million tonnes,,,,,,,,,,,0.9126,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/bdd2faa5-8602-49ed-9145-70fac8e92a79,19/10/2022
J00660,Scott River / Cristal,Scott River,Ilmenite,S0001446,-34.261292,115.333099,Bunbury Trough,Zircon,Zrn,No,7.02,million tonnes,4,percent,280.8,kilotonne,,,,,,,,,,,280.8,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bdd2faa5-8602-49ed-9145-70fac8e92a79,19/10/2022
J01593,Seabird Limestone / WA Limestone,Seabird,Limestone,S0021462,-31.287151,115.469533,Vlaming Sub-basin,Limestone,Lst,Yes,2.4994,million tonnes,100,percent,2499400,tonnes,,,,,,,,,,,2499400,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1e2ddad-59f6-4a04-bd90-ed54cc639ddd,19/10/2022
J00327,Sharks Gully - Kangaroo Flats,Sharks Gully - Kangaroo Flats,Gold,S0000913,-21.468809,119.616096,Warrawoona  Large Igneous Province,Gold,Au,Yes,1,million tonnes,0.8,gram/tonne,800,kilogram,25720.5976,ounce (troy),,,,,,,,,800,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ef6d665a-5b38-475d-91e3-6c97ce2ee567,19/10/2022
J00801,Shaw River - Cooglegong Creek,Shaw River - Cooglegong Creek,Tin,S0003492,-21.618747,119.562237,Split Rock Supersuite,Tantalum pentoxide,Ta2O5,No,0.331,million tonnes,0.00770393,percent,25.5,tonnes,,,,,,,,,,,25.5,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/09f9fb2d-03b3-4a6e-8e0e-e75e690ba058,19/10/2022
J00801,Shaw River - Cooglegong Creek,Shaw River - Cooglegong Creek,Tin,S0003492,-21.618747,119.562237,Split Rock Supersuite,Tin oxide,SnO2,No,0.331,million tonnes,0.14349245,percent,474.96,tonnes,,,,,,,,,,,474.96,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/09f9fb2d-03b3-4a6e-8e0e-e75e690ba058,19/10/2022
J04184,Shaw River / Attgold,Shaw River,Tantalum,S0001777,-21.674025,119.468532,Tambina Supersuite,Tantalum pentoxide,Ta2O5,No,0.202,million tonnes,0.00795545,percent,16.07,tonnes,,,,,,,,,,,16.07,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a52a3eb3-e163-4e00-bc87-39ae1f615c12,19/10/2022
J04184,Shaw River / Attgold,Shaw River,Tantalum,S0001777,-21.674025,119.468532,Tambina Supersuite,Tin oxide,SnO2,No,0.202,million tonnes,0.07075743,percent,142.93,tonnes,,,,,,,,,,,142.93,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a52a3eb3-e163-4e00-bc87-39ae1f615c12,19/10/2022
J04879,Shaw River / Pirra,Shaw River,Lithium,S0002345,-21.545454,119.352158,Callina Supersuite,Tantalum pentoxide,Ta2O5,No,1.044,million tonnes,0.00369349,percent,38.56,tonnes,,,,,,,,,,,38.56,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/45f475d0-0991-49ac-bdd4-e0b5a820949b,19/10/2022
J04879,Shaw River / Pirra,Shaw River,Lithium,S0002345,-21.545454,119.352158,Callina Supersuite,Tin oxide,SnO2,No,1.044,million tonnes,0.06990996,percent,729.86,tonnes,,,,,,,,,,,729.86,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/45f475d0-0991-49ac-bdd4-e0b5a820949b,19/10/2022
J00665,Sherlock Bay,Sherlock Bay,Nickel,S0001451,-20.813049,117.5457,Sholl Terrane,Cobalt,Co,No,24.7,million tonnes,0.02194332,percent,5420,tonnes,,,,,,,,,,,5420,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ca4a98f9-fc6a-4091-990d-6a4b5713a80e,19/10/2022
J00665,Sherlock Bay,Sherlock Bay,Nickel,S0001451,-20.813049,117.5457,Sholl Terrane,Copper,Cu,No,24.7,million tonnes,0.08797571,percent,21.73,kilotonne,,,,,,,,,,,21.73,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ca4a98f9-fc6a-4091-990d-6a4b5713a80e,19/10/2022
J00665,Sherlock Bay,Sherlock Bay,Nickel,S0001451,-20.813049,117.5457,Sholl Terrane,Nickel,Ni,Yes,24.7,million tonnes,0.40336032,percent,99.63,kilotonne,,,,,,,,,,,99.63,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ca4a98f9-fc6a-4091-990d-6a4b5713a80e,19/10/2022
J04475,Shine / Mt Gibson,Shine,Iron,S0023170,-28.851533,116.936531,Youanmi Terrane,Alumina,Al2O3,No,11.5,million tonnes,1.63208696,percent,0.18769,million tonnes,,,2.8,million tonnes,2.2775,percent,0.06377,million tonnes,,,0.25146,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ccc772da-fa3e-482d-b155-3fde20b5d534,19/10/2022
J04475,Shine / Mt Gibson,Shine,Iron,S0023170,-28.851533,116.936531,Youanmi Terrane,Iron,Fe,Yes,11.5,million tonnes,58.37217391,percent,6.7128,million tonnes,,,2.8,million tonnes,59.45,percent,1.6646,million tonnes,,,8.3774,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ccc772da-fa3e-482d-b155-3fde20b5d534,19/10/2022
J04475,Shine / Mt Gibson,Shine,Iron,S0023170,-28.851533,116.936531,Youanmi Terrane,Phosphorus,P,No,11.5,million tonnes,0.07404348,percent,8.515,kilotonne,,,2.8,million tonnes,0.07875,percent,2.205,kilotonne,,,10.72,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ccc772da-fa3e-482d-b155-3fde20b5d534,19/10/2022
J04475,Shine / Mt Gibson,Shine,Iron,S0023170,-28.851533,116.936531,Youanmi Terrane,Silica,SiO2,No,11.5,million tonnes,9.82391304,percent,1129.75,kilotonne,,,2.8,million tonnes,7.975,percent,223.3,kilotonne,,,1353.05,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ccc772da-fa3e-482d-b155-3fde20b5d534,19/10/2022
J05417,Silver Knight,Silver Knight,Nickel,S0236838,-31.591497,123.441046,Fraser Zone,Cobalt,Co,No,0.39,million tonnes,0.13907692,percent,542.4,tonnes,,,,,,,,,,,542.4,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/50dfc90f-1d45-4c7c-b436-1a2b645234d0,19/10/2022
J05417,Silver Knight,Silver Knight,Nickel,S0236838,-31.591497,123.441046,Fraser Zone,Copper,Cu,No,0.39,million tonnes,1.47202564,percent,5.7409,kilotonne,,,,,,,,,,,5.7409,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/50dfc90f-1d45-4c7c-b436-1a2b645234d0,19/10/2022
J05417,Silver Knight,Silver Knight,Nickel,S0236838,-31.591497,123.441046,Fraser Zone,Nickel,Ni,Yes,0.39,million tonnes,2.81948718,percent,10.996,kilotonne,,,,,,,,,,,10.996,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/50dfc90f-1d45-4c7c-b436-1a2b645234d0,19/10/2022
J00452,Silver Swan - Black Swan,Silver Swan - Black Swan,Nickel,S0001178,-30.393502,121.648875,Eastern Goldfields Superterrane,Arsenic,As,No,29.8809,million tonnes,0.0166902,percent,4987181.2,kilogram,,,,,,,,,,,4987181.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9286944a-3a1e-4e9c-8c26-02ab5194d24b,19/10/2022
J00452,Silver Swan - Black Swan,Silver Swan - Black Swan,Nickel,S0001178,-30.393502,121.648875,Eastern Goldfields Superterrane,Cobalt,Co,No,29.7209,million tonnes,0.01746608,percent,5191.0767,tonnes,,,,,,,,,,,5191.0767,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9286944a-3a1e-4e9c-8c26-02ab5194d24b,19/10/2022
J00452,Silver Swan - Black Swan,Silver Swan - Black Swan,Nickel,S0001178,-30.393502,121.648875,Eastern Goldfields Superterrane,Copper,Cu,No,29.5749,million tonnes,0.02407433,percent,7.11996,kilotonne,,,,,,,,,,,7.11996,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9286944a-3a1e-4e9c-8c26-02ab5194d24b,19/10/2022
J00452,Silver Swan - Black Swan,Silver Swan - Black Swan,Nickel,S0001178,-30.393502,121.648875,Eastern Goldfields Superterrane,Iron,Fe,No,28.9,million tonnes,5.42256055,percent,1.56712,million tonnes,,,,,,,,,,,1.56712,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9286944a-3a1e-4e9c-8c26-02ab5194d24b,19/10/2022
J00452,Silver Swan - Black Swan,Silver Swan - Black Swan,Nickel,S0001178,-30.393502,121.648875,Eastern Goldfields Superterrane,Nickel,Ni,Yes,29.8809,million tonnes,0.68889853,percent,205.84908,kilotonne,,,3.53,million tonnes,0.79830028,percent,28.18,kilotonne,,,234.02908,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9286944a-3a1e-4e9c-8c26-02ab5194d24b,19/10/2022
J03021,Silver Swan North,Silver Swan North,Gold,S0237177,-30.384157,121.582966,Eastern Goldfields Superterrane,Gold,Au,Yes,0.2646,million tonnes,2.53854875,gram/tonne,671.7,kilogram,21595.65676,ounce (troy),,,,,,,,,671.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ba2286aa-2150-4a6d-8b92-6120da509b8c,19/10/2022
J02677,Sinclair,Sinclair,Nickel,S0023572,-28.36566,120.864899,Yilgarn Craton granites,Nickel,Ni,Yes,0.72,million tonnes,2.2,percent,15.84,kilotonne,,,,,,,,,,,15.84,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/2662a6c3-7019-41fc-9cdc-7fcecd634cc6,19/10/2022
J00446,Sino - Cape Preston Iron,Sino - Cape Preston,Iron,S0001172,-21.081341,116.141296,Hamersley Basin,Iron,Fe,Yes,5088,million tonnes,31.77462461,percent,1616.6929,million tonnes,,,,,,,,,,,1616.6929,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b013c103-f5a3-485c-aeeb-39bb756160d1,19/10/2022
J00446,Sino - Cape Preston Iron,Sino - Cape Preston,Iron,S0001172,-21.081341,116.141296,Hamersley Basin,Iron - magnetic,FeMagnetic,No,5088,million tonnes,23.21086085,percent,1180.9686,million tonnes,,,,,,,,,,,1180.9686,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b013c103-f5a3-485c-aeeb-39bb756160d1,19/10/2022
J05346,Slate Dam,Slate Dam,Gold,S0000143,-30.897929,122.044956,Yilgarn Craton granites,Gold,Au,Yes,2.116,million tonnes,1.69224953,gram/tonne,3580.8,kilogram,115125.3949,ounce (troy),,,,,,,,,3580.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1a94435e-46a5-4c52-874f-6e1fa9075f22,19/10/2022
J04880,Smith Bore ,Smith Bore ,Tin,S0001778,-21.528005,119.415884,Pilbara Craton,Tantalum pentoxide,Ta2O5,No,0.159,million tonnes,0.003,percent,4.77,tonnes,,,,,,,,,,,4.77,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c51fd2c6-17fc-4b5f-abe0-8f0252cd2b0e,19/10/2022
J04880,Smith Bore ,Smith Bore ,Tin,S0001778,-21.528005,119.415884,Pilbara Craton,Tin oxide,SnO2,No,0.159,million tonnes,0.077,percent,122.43,tonnes,,,,,,,,,,,122.43,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c51fd2c6-17fc-4b5f-abe0-8f0252cd2b0e,19/10/2022
J04868,Smokebush Hill / Hanson Construction,Smokebush Hill,Sand - undifferentiated,S0233986,-31.474992,115.681105,Mandurah Terrace,Limestone,Lst,No,104.53,million tonnes,100,percent,104530000,tonnes,,,,,,,,,,,104530000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/e265186b-9f80-4361-b879-1849b9c0bf35,19/10/2022
J04868,Smokebush Hill / Hanson Construction,Smokebush Hill,Sand - undifferentiated,S0233986,-31.474992,115.681105,Mandurah Terrace,Sand - undifferentiated,Sd,Yes,907.328,million tonnes,100,percent,907328000,tonnes,,,,,,,,,,,907328000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/e265186b-9f80-4361-b879-1849b9c0bf35,19/10/2022
J02198,Snake Hill,Snake Hill,Nickel,S0005908,-29.221471,120.534501,Eastern Goldfields Superterrane,Nickel,Ni,Yes,0.35,million tonnes,0.9,percent,3.15,kilotonne,,,,,,,,,,,3.15,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ee57566-0420-4f98-9907-6944f7c2e2e4,19/10/2022
J00051,Snake Well,Snake Well,Gold,S0020514,-27.952376,116.057982,Yilgarn Craton granites,Gold,Au,Yes,2.753,million tonnes,2.26366509,gram/tonne,6231.87,kilogram,200359.2757,ounce (troy),,,,,,,,,6231.87,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b18c9311-b263-438f-83c7-bb8dd4f9a587,19/10/2022
J01646,Solomon - Greater Solomon,Solomon Hub,Iron,S0223837,-22.128667,117.769485,Hamersley Basin,Alumina,Al2O3,No,4798,million tonnes,3.65761526,percent,175.49238,million tonnes,,,354,million tonnes,2.5680791,percent,9.091,million tonnes,,,184.58338,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/805c353f-7415-4eea-9279-51c0133ae287,19/10/2022
J01646,Solomon - Greater Solomon,Solomon Hub,Iron,S0223837,-22.128667,117.769485,Hamersley Basin,Iron,Fe,Yes,4798,million tonnes,56.134406,percent,2693.3288,million tonnes,,,354,million tonnes,57.38757062,percent,203.152,million tonnes,,,2896.4808,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/805c353f-7415-4eea-9279-51c0133ae287,19/10/2022
J01646,Solomon - Greater Solomon,Solomon Hub,Iron,S0223837,-22.128667,117.769485,Hamersley Basin,Loss on ignition,LOI,No,4695,million tonnes,7.92715655,percent,372.18,million tonnes,,,354,million tonnes,8.53214689,percent,30.2038,million tonnes,,,402.3838,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/805c353f-7415-4eea-9279-51c0133ae287,19/10/2022
J01646,Solomon - Greater Solomon,Solomon Hub,Iron,S0223837,-22.128667,117.769485,Hamersley Basin,Phosphorus,P,No,4798,million tonnes,0.08288879,percent,3977.004,kilotonne,,,354,million tonnes,0.08411299,percent,297.76,kilotonne,,,4274.764,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/805c353f-7415-4eea-9279-51c0133ae287,19/10/2022
J01646,Solomon - Greater Solomon,Solomon Hub,Iron,S0223837,-22.128667,117.769485,Hamersley Basin,Silica,SiO2,No,4798,million tonnes,7.4569283,percent,357783.42,kilotonne,,,354,million tonnes,6.13785311,percent,21728,kilotonne,,,379511.42,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/805c353f-7415-4eea-9279-51c0133ae287,19/10/2022
J00673,Sorby Hills,Sorby Hills,Lead,S0025174,-15.43547,128.97644,Burt Range Shelf,Lead,Pb,Yes,51.5,million tonnes,2.89223301,percent,1489.5,kilotonne,,,13.7,million tonnes,3.64671533,percent,499.6,kilotonne,,,1989.1,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/1955e838-69f3-4498-b4bf-e8a4dea0eae1,19/10/2022
J00673,Sorby Hills,Sorby Hills,Lead,S0025174,-15.43547,128.97644,Burt Range Shelf,Silver,Ag,No,51.5,million tonnes,33.96893204,gram/tonne,1749400,kilogram,56244516.8,ounce (troy),13.7,million tonnes,40.40875912,gram/tonne,553600,kilogram,17798653.54,ounce (troy),2303000,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1955e838-69f3-4498-b4bf-e8a4dea0eae1,19/10/2022
J00673,Sorby Hills,Sorby Hills,Lead,S0025174,-15.43547,128.97644,Burt Range Shelf,Zinc,Zn,No,51.5,million tonnes,0.61708738,percent,317.8,kilotonne,,,,,,,,,,,317.8,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/1955e838-69f3-4498-b4bf-e8a4dea0eae1,19/10/2022
J05130,South Dongara 2 / Westdeen Aglime,South Dongara 2,Agricultural lime,S0002817,-29.362077,114.998263,Dongara Terrace,Calcium carbonate,CaCO3,No,4,million tonnes,87.5,percent,3.5,million tonnes,,,,,,,,,,,3.5,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/94bdc0fe-b525-473f-9172-1a9f88cfdae8,19/10/2022
