PROJ_CODE,PROJ_NAME,PROJ_SHORT,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA
J03830,Buckland - Bungaroo South,Buckland - Bungaroo South,Iron,S0224496,-22.010641,116.523831,Hamersley Basin,Iron - calcined,FeCalcined,No,283.2,million tonnes,61.46299435,percent,174.0632,million tonnes,,,134.3,million tonnes,62.65182427,percent,84.1414,million tonnes,,,258.2046,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4bfa5aa-10ec-4315-a0e8-074440ad23a5,19/10/2022
J03830,Buckland - Bungaroo South,Buckland - Bungaroo South,Iron,S0224496,-22.010641,116.523831,Hamersley Basin,Loss on ignition,LOI,No,283.2,million tonnes,8.02037429,percent,22.7137,million tonnes,,,134.3,million tonnes,7.97907669,percent,10.7159,million tonnes,,,33.4296,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4bfa5aa-10ec-4315-a0e8-074440ad23a5,19/10/2022
J03830,Buckland - Bungaroo South,Buckland - Bungaroo South,Iron,S0224496,-22.010641,116.523831,Hamersley Basin,Phosphorus,P,No,283.2,million tonnes,0.14624294,percent,414.16,kilotonne,,,134.3,million tonnes,0.15,percent,201.45,kilotonne,,,615.61,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4bfa5aa-10ec-4315-a0e8-074440ad23a5,19/10/2022
J03830,Buckland - Bungaroo South,Buckland - Bungaroo South,Iron,S0224496,-22.010641,116.523831,Hamersley Basin,Silica,SiO2,No,283.2,million tonnes,7.74798729,percent,21942.3,kilotonne,,,134.3,million tonnes,6.46180194,percent,8678.2,kilotonne,,,30620.5,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4bfa5aa-10ec-4315-a0e8-074440ad23a5,19/10/2022
J00798,Buddadoo Vanadium,Buddadoo,Vanadium,S0001772,-28.721775,116.490601,Youanmi Terrane,Titanium dioxide,TiO2,No,204.738,million tonnes,13.03630201,percent,26.690264,million tonnes,,,,,,,,,,,26.690264,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/67867b6a-fd80-4c00-b123-3b31ab8302df,19/10/2022
J00798,Buddadoo Vanadium,Buddadoo,Vanadium,S0001772,-28.721775,116.490601,Youanmi Terrane,Vanadium pentoxide,V2O5,No,204.738,million tonnes,0.29947453,percent,613.13816,kilotonne,,,,,,,,,,,613.13816,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/67867b6a-fd80-4c00-b123-3b31ab8302df,19/10/2022
J05283,Buldania Lithium,Buldania,Lithium,S0236121,-32.06953,122.09159,Eastern Goldfields Superterrane,Lithium oxide,Li2O,No,15,million tonnes,0.9682,percent,145230,tonnes,,,,,,,,,,,145230,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dcc5e195-f19b-4852-9926-0ea1560b5060,19/10/2022
J05283,Buldania Lithium,Buldania,Lithium,S0236121,-32.06953,122.09159,Eastern Goldfields Superterrane,Tantalum pentoxide,Ta2O5,No,15,million tonnes,0.004382,percent,657.3,tonnes,,,,,,,,,,,657.3,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dcc5e195-f19b-4852-9926-0ea1560b5060,19/10/2022
J04985,Bulgera Creek,Bulgera Creek,Gold,S0002110,-25.109989,119.823402,Eastern Goldfields Superterrane,Gold,Au,Yes,5.08,million tonnes,1.22366142,gram/tonne,6216.2,kilogram,199855.4735,ounce (troy),,,,,,,,,6216.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/86f94cf6-7d32-4edf-ba06-db9fa4b395ff,19/10/2022
J00033,Bullabulling,Bullabulling,Gold,S0000069,-31.021171,120.900159,Eastern Goldfields Superterrane,Gold,Au,Yes,95.37,million tonnes,1.04628185,gram/tonne,99783.9,kilogram,3208126.924,ounce (troy),,,,,,,,,99783.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ca4a884-4fb9-4ecf-a47d-90e6c66d6547,19/10/2022
J01519,Bullabulling North,Bullabulling North,Gold,S0234229,-30.862375,120.901846,Eastern Goldfields Superterrane,Gold,Au,Yes,2.555,million tonnes,1.6739726,gram/tonne,4277,kilogram,137508.7449,ounce (troy),1.578,million tonnes,1.81065906,gram/tonne,2857.22,kilogram,91861.75734,ounce (troy),7134.22,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1aa5366f-ff79-4fa8-a0dc-bd6e1653c968,19/10/2022
J01369,Bullfinch North - Mayfield,Bullfinch North - Mayfield,Iron,S0224813,-30.540189,118.911608,Youanmi Terrane,Alumina,Al2O3,No,6.6,million tonnes,2.3,percent,0.1518,million tonnes,,,,,,,,,,,0.1518,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/27282498-51d6-4283-b887-42fa7c73cd71,19/10/2022
J01369,Bullfinch North - Mayfield,Bullfinch North - Mayfield,Iron,S0224813,-30.540189,118.911608,Youanmi Terrane,Iron,Fe,Yes,6.6,million tonnes,53.8,percent,3.5508,million tonnes,,,,,,,,,,,3.5508,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/27282498-51d6-4283-b887-42fa7c73cd71,19/10/2022
J01369,Bullfinch North - Mayfield,Bullfinch North - Mayfield,Iron,S0224813,-30.540189,118.911608,Youanmi Terrane,Loss on ignition,LOI,No,6.6,million tonnes,6.5,percent,0.429,million tonnes,,,,,,,,,,,0.429,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/27282498-51d6-4283-b887-42fa7c73cd71,19/10/2022
J01369,Bullfinch North - Mayfield,Bullfinch North - Mayfield,Iron,S0224813,-30.540189,118.911608,Youanmi Terrane,Phosphorus,P,No,6.6,million tonnes,0.14,percent,9.24,kilotonne,,,,,,,,,,,9.24,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/27282498-51d6-4283-b887-42fa7c73cd71,19/10/2022
J01369,Bullfinch North - Mayfield,Bullfinch North - Mayfield,Iron,S0224813,-30.540189,118.911608,Youanmi Terrane,Silica,SiO2,No,6.6,million tonnes,11.6,percent,765.6,kilotonne,,,,,,,,,,,765.6,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/27282498-51d6-4283-b887-42fa7c73cd71,19/10/2022
J01026,Bullfinch Tailings,Bullfinch Tailings,Gold,S0002227,-30.978161,119.1287,Youanmi Terrane,Gold,Au,Yes,,,,,,,,,0.15,million tonnes,0.7,gram/tonne,105,kilogram,3375.828435,ounce (troy),105,,https://minedex.dmirs.wa.gov.au/Web/projects/details/ec763c44-92d8-4bfb-a2ef-f2e06a98f26b,19/10/2022
J01897,Bulong - Jarvis,Bulong - Jarvis,Gold,S0005056,-30.75316,121.791295,Eastern Goldfields Superterrane,Gold,Au,Yes,0.179,million tonnes,3.1,gram/tonne,554.9,kilogram,17840.44951,ounce (troy),,,,,,,,,554.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/18046edc-b21a-4133-91ae-cf7a3df1d00f,19/10/2022
J00037,Bulong - Taurus Eluvials,Bulong - Taurus Eluvials,Gold,S0000072,-30.718121,121.844803,Eastern Goldfields Superterrane,Gold,Au,Yes,0.5,million tonnes,1.58,gram/tonne,790,kilogram,25399.09013,ounce (troy),,,,,,,,,790,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ef798cd-5767-48b0-a5a2-542dca9e22d9,19/10/2022
J01830,Bulong Magnesite,Bulong,Magnesite,S0004856,-30.748372,121.8349,Eastern Goldfields Superterrane,Magnesite,MgCO3,Yes,3.44,million tonnes,97,percent,3336.8,kilotonne,,,,,,,,,,,3336.8,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ca534784-fe6a-4b62-ac95-9ebe1f3d1296,19/10/2022
J03557,Bulong South Gold,Bulong South,Gold,S0235008,-30.816295,121.762902,Eastern Goldfields Superterrane,Gold,Au,Yes,0.227,million tonnes,4.47092511,gram/tonne,1014.9,kilogram,32629.79313,ounce (troy),0.135,million tonnes,4.1,gram/tonne,553.5,kilogram,17795.43846,ounce (troy),1568.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ad693e1-f6a9-4e68-9647-764da145957a,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Heavy minerals,HM,Yes,6.0792,million tonnes,100,percent,6079.2,kilotonne,,,1.768,million tonnes,100,percent,1768,kilotonne,,,7847.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Ilmenite,Ilm,No,6.0792,million tonnes,78.84413081,percent,4793.0924,kilotonne,,,1.768,million tonnes,76.00220588,percent,1343.719,kilotonne,,,6136.8114,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Leucoxene,Leu,No,2.5787,million tonnes,13.04123783,percent,336.2944,kilotonne,,,1.768,million tonnes,11.83286199,percent,209.205,kilotonne,,,545.4994,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Rutile,Rt,No,1.02,million tonnes,1.1,percent,11.22,kilotonne,,,,,,,,,,,11.22,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Slimes,Slimes,No,3.0537,million tonnes,11.93090349,percent,0.364334,million tonnes,,,0.631,million tonnes,17.11885895,percent,0.10802,million tonnes,,,0.472354,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J01034,Bunbury Area Operations / Tronox,Bunbury Area Operations,Heavy minerals,S0001488,-33.651778,115.464074,Bunbury Trough,Zircon,Zrn,No,6.0792,million tonnes,9.11952066,percent,554.3939,kilotonne,,,1.768,million tonnes,10.61227376,percent,187.625,kilotonne,,,742.0189,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65e97294-1e45-433f-9058-e1abb072a2da,19/10/2022
J05074,Bundarra / Bligh,Bundarra,Gold,S0005165,-28.341374,121.182256,Yilgarn Craton granites,Gold,Au,Yes,9.684,million tonnes,2.13853779,gram/tonne,20709.6,kilogram,665829.1101,ounce (troy),,,,,,,,,20709.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6e9bc4b8-4be0-4d86-b120-274c5675e3ae,19/10/2022
J00464,Bunker Bay,Bunker Bay,Heavy minerals,S0001191,-33.546125,115.041967,"Pinjarra Orogen, Leeuwin Inlier",Heavy minerals,HM,Yes,0.54,million tonnes,100,percent,540,kilotonne,,,,,,,,,,,540,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d7dce54-67f2-440f-95b6-10a2abb6f7b9,19/10/2022
J00464,Bunker Bay,Bunker Bay,Heavy minerals,S0001191,-33.546125,115.041967,"Pinjarra Orogen, Leeuwin Inlier",Ilmenite,Ilm,No,0.54,million tonnes,74,percent,399.6,kilotonne,,,,,,,,,,,399.6,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d7dce54-67f2-440f-95b6-10a2abb6f7b9,19/10/2022
J00464,Bunker Bay,Bunker Bay,Heavy minerals,S0001191,-33.546125,115.041967,"Pinjarra Orogen, Leeuwin Inlier",Leucoxene,Leu,No,0.54,million tonnes,0.75,percent,4.05,kilotonne,,,,,,,,,,,4.05,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d7dce54-67f2-440f-95b6-10a2abb6f7b9,19/10/2022
J00464,Bunker Bay,Bunker Bay,Heavy minerals,S0001191,-33.546125,115.041967,"Pinjarra Orogen, Leeuwin Inlier",Monazite,Mnz,No,0.54,million tonnes,0.08,percent,0.432,kilotonne,,,,,,,,,,,0.432,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d7dce54-67f2-440f-95b6-10a2abb6f7b9,19/10/2022
J00464,Bunker Bay,Bunker Bay,Heavy minerals,S0001191,-33.546125,115.041967,"Pinjarra Orogen, Leeuwin Inlier",Zircon,Zrn,No,0.54,million tonnes,3.5,percent,18.9,kilotonne,,,,,,,,,,,18.9,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d7dce54-67f2-440f-95b6-10a2abb6f7b9,19/10/2022
J00069,Burbanks / REG,Burbanks,Gold,S0236611,-31.024487,121.139859,Eastern Goldfields Superterrane,Gold,Au,Yes,3.4368,million tonnes,2.5318814,gram/tonne,8701.57,kilogram,279761.9756,ounce (troy),,,,,,,,,8701.57,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d82345de-8d87-4374-8d5d-7984f8f1ea14,19/10/2022
J04807,Bustler Well / Macdonald,Bustler Well,Gold,S0002889,-24.79771,116.954903,Gascoyne Province,Gold,Au,Yes,0.015,million tonnes,7.43,gram/tonne,111.45,kilogram,3583.200753,ounce (troy),,,,,,,,,111.45,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b8c2f36-67ff-4f4c-8897-5bdf01916a47,19/10/2022
J05455,Butcher Well,Butcher Well,Gold,S0225673,-29.245031,122.319232,Eastern Goldfields Superterrane,Gold,Au,Yes,2.68,million tonnes,3.77399254,gram/tonne,10114.3,kilogram,325182.3004,ounce (troy),,,,,,,,,10114.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/85478bc8-1938-405a-88b8-2ccba2fddaa6,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Alumina,Al2O3,No,54.791,million tonnes,11.32483985,percent,6.204993,million tonnes,,,,,,,,,,,6.204993,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Aluminium,Al,No,208,million tonnes,5.84711538,percent,12.162,million tonnes,,,,,,,,,,,12.162,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Iron,Fe,No,262.791,million tonnes,12.47215506,percent,32.775701,million tonnes,,,,,,,,,,,32.775701,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Manganese,Mn,Yes,262.791,million tonnes,9.94312591,percent,26129.64,kilotonne,,,50.6,million tonnes,10.28379447,percent,5203.6,kilotonne,,,31333.24,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Phosphorus pentoxide,P2O5,No,54.791,million tonnes,0.28952547,percent,158.6339,kilotonne,,,,,,,,,,,158.6339,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Silica,SiO2,No,54.791,million tonnes,45.82037561,percent,25105.442,kilotonne,,,,,,,,,,,25105.442,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J00733,Butcherbird - Yanneri Ridge,Butcherbird - Yanneri Ridge,Manganese,S0225404,-24.408907,119.705458,Collier Basin,Silicon,Si,No,208,million tonnes,20.75144231,percent,43163,kilotonne,,,,,,,,,,,43163,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/65997ae7-aa3c-4c78-979c-c7da4f1b29c8,19/10/2022
J03878,Byro Iron,Byro,Iron,S0224680,-26.127354,116.311,Narryer Terrane,Alumina,Al2O3,No,22.8,million tonnes,5.3,percent,1.2084,million tonnes,,,,,,,,,,,1.2084,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dfd4369e-fc92-47d7-8f52-e644a08f717d,19/10/2022
J03878,Byro Iron,Byro,Iron,S0224680,-26.127354,116.311,Narryer Terrane,Iron,Fe,Yes,22.8,million tonnes,25.6,percent,5.8368,million tonnes,,,,,,,,,,,5.8368,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dfd4369e-fc92-47d7-8f52-e644a08f717d,19/10/2022
J03878,Byro Iron,Byro,Iron,S0224680,-26.127354,116.311,Narryer Terrane,Phosphorus,P,No,22.8,million tonnes,0.05,percent,11.4,kilotonne,,,,,,,,,,,11.4,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/dfd4369e-fc92-47d7-8f52-e644a08f717d,19/10/2022
J03878,Byro Iron,Byro,Iron,S0224680,-26.127354,116.311,Narryer Terrane,Silica,SiO2,No,22.8,million tonnes,49.2,percent,11217.6,kilotonne,,,,,,,,,,,11217.6,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/dfd4369e-fc92-47d7-8f52-e644a08f717d,19/10/2022
J03878,Byro Iron,Byro,Iron,S0224680,-26.127354,116.311,Narryer Terrane,Sulfur,S,No,22.8,million tonnes,0.072,percent,16.416,kilotonne,,,,,,,,,,,16.416,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/dfd4369e-fc92-47d7-8f52-e644a08f717d,19/10/2022
J01490,Cadonia,Cadonia,Gold,S0003671,-31.425108,119.468449,Youanmi Terrane,Gold,Au,Yes,0.004,million tonnes,11.7,gram/tonne,46.8,kilogram,1504.65496,ounce (troy),,,,,,,,,46.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/82f91f79-3d69-4bcb-95f9-14177ab211b9,19/10/2022
J05480,Cadoux Kaolin / FYI,Cadoux,Kaolin,S0237193,-30.67756,117.195773,Yilgarn Craton granites,Alumina,Al2O3,No,11.2687,million tonnes,22.47070203,percent,2.532156,million tonnes,,,3.204,million tonnes,24.62802747,percent,0.789082,million tonnes,,,3.321238,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/2cef7b6d-1050-424b-9825-070d555a9e28,19/10/2022
J05480,Cadoux Kaolin / FYI,Cadoux,Kaolin,S0237193,-30.67756,117.195773,Yilgarn Craton granites,Iron - ferric oxide,Fe2O3,No,11.2687,million tonnes,0.92348523,percent,104.06478,kilotonne,,,3.204,million tonnes,1.1,percent,35.244,kilotonne,,,139.30878,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/2cef7b6d-1050-424b-9825-070d555a9e28,19/10/2022
J05480,Cadoux Kaolin / FYI,Cadoux,Kaolin,S0237193,-30.67756,117.195773,Yilgarn Craton granites,Potash (K2O),K2O,No,11.2687,million tonnes,1.01324021,percent,0.114179,million tonnes,,,3.204,million tonnes,0.59094881,percent,0.018934,million tonnes,,,0.133113,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/2cef7b6d-1050-424b-9825-070d555a9e28,19/10/2022
J05480,Cadoux Kaolin / FYI,Cadoux,Kaolin,S0237193,-30.67756,117.195773,Yilgarn Craton granites,Titanium,Ti,No,,,,,,,,,3.204,million tonnes,0.89094881,percent,28.546,kilotonne,,,28.546,,https://minedex.dmirs.wa.gov.au/Web/projects/details/2cef7b6d-1050-424b-9825-070d555a9e28,19/10/2022
J02962,Cadoux Kaolin / Oz Kaolin,Cadoux,Kaolin,S0021444,-30.681352,117.180109,Yilgarn Craton granites,Kaolin,Kln,Yes,27.1,million tonnes,100,percent,27100,kilotonne,,,,,,,,,,,27100,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/451f1143-fec8-4340-8666-09baa89d7077,19/10/2022
J02399,Calcaling Feldspar,Calcaling ,Feldspar,S0005309,-30.915314,118.431973,Yilgarn Craton granites,Feldspar,Fel,Yes,0.006,million tonnes,100,percent,6,kilotonne,,,,,,,,,,,6,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bd654b63-1553-4233-b1cf-208758c32387,19/10/2022
J02399,Calcaling Feldspar,Calcaling ,Feldspar,S0005309,-30.915314,118.431973,Yilgarn Craton granites,Quartz - undifferentiated,Qtz,No,0.013,million tonnes,100,percent,13,kilotonne,,,,,,,,,,,13,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bd654b63-1553-4233-b1cf-208758c32387,19/10/2022
J02501,Caledonian - Summit,Caledonian - Summit,Gold,S0019022,-31.00732,121.919701,Eastern Goldfields Superterrane,Gold,Au,Yes,0.023,million tonnes,4.1,gram/tonne,94.3,kilogram,3031.815442,ounce (troy),,,,,,,,,94.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5d169927-04fe-4042-b19d-c7c5217715c4,19/10/2022
J00796,Callie Soak,Callie Soak,Tungsten,S0001770,-27.279223,117.524326,Yilgarn Craton granites,Tungsten trioxide,WO3,No,0.186,million tonnes,0.33,percent,613.8,tonnes,,,,,,,,,,,613.8,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/fe795698-570a-4839-b9c1-87933e2cd4e7,19/10/2022
J02283,Calwynyardah Bentonite,Calwynyardah,Bentonite,S0006637,-17.9989,124.7874,Fitzroy Trough,Montmorillonite,Mnt,No,19.8,million tonnes,22,percent,4356,kilotonne,,,,,,,,,,,4356,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/972e8bb3-bc55-4d05-9d1c-d4920552ed85,19/10/2022
J02782,Camelback Bore Nickel,Camelback Bore,Nickel,S0020570,-29.173225,122.253938,Eastern Goldfields Superterrane,Aluminium,Al,No,4.65,million tonnes,4.4,percent,0.2046,million tonnes,,,,,,,,,,,0.2046,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9f78ba5c-babe-4e62-bda5-0f943afb1d8f,19/10/2022
J02782,Camelback Bore Nickel,Camelback Bore,Nickel,S0020570,-29.173225,122.253938,Eastern Goldfields Superterrane,Cobalt,Co,No,4.65,million tonnes,0.069,percent,3208.5,tonnes,,,,,,,,,,,3208.5,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9f78ba5c-babe-4e62-bda5-0f943afb1d8f,19/10/2022
J02782,Camelback Bore Nickel,Camelback Bore,Nickel,S0020570,-29.173225,122.253938,Eastern Goldfields Superterrane,Iron,Fe,No,4.65,million tonnes,18.5,percent,0.86025,million tonnes,,,,,,,,,,,0.86025,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9f78ba5c-babe-4e62-bda5-0f943afb1d8f,19/10/2022
J02782,Camelback Bore Nickel,Camelback Bore,Nickel,S0020570,-29.173225,122.253938,Eastern Goldfields Superterrane,Magnesium,Mg,No,4.65,million tonnes,7.2,percent,334.8,kilotonne,,,,,,,,,,,334.8,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9f78ba5c-babe-4e62-bda5-0f943afb1d8f,19/10/2022
J02782,Camelback Bore Nickel,Camelback Bore,Nickel,S0020570,-29.173225,122.253938,Eastern Goldfields Superterrane,Nickel,Ni,Yes,4.65,million tonnes,0.98,percent,45.57,kilotonne,,,,,,,,,,,45.57,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9f78ba5c-babe-4e62-bda5-0f943afb1d8f,19/10/2022
J01240,Cane River / Hanson Construction,Cane River,Sand - undifferentiated,S0002731,-21.947704,115.531485,Peedamullah Shelf,Gravel,Gvl,No,0.02,million tonnes,50,percent,10000,tonnes,,,,,,,,,,,10000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c11d72da-26cd-4f49-9910-ed04d6e8629e,19/10/2022
J01240,Cane River / Hanson Construction,Cane River,Sand - undifferentiated,S0002731,-21.947704,115.531485,Peedamullah Shelf,Sand - undifferentiated,Sd,Yes,0.02,million tonnes,50,percent,10000,tonnes,,,,,,,,,,,10000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c11d72da-26cd-4f49-9910-ed04d6e8629e,19/10/2022
J03465,Canegrass,Canegrass,Nickel,S0023386,-30.227659,120.966103,Eastern Goldfields Superterrane,Cobalt,Co,No,29.6,million tonnes,0.06,percent,17760,tonnes,,,,,,,,,,,17760,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/cd845f88-13a2-4f41-b56c-241ef448a779,19/10/2022
J03465,Canegrass,Canegrass,Nickel,S0023386,-30.227659,120.966103,Eastern Goldfields Superterrane,Nickel,Ni,Yes,29.6,million tonnes,0.70702703,percent,209.28,kilotonne,,,1.35,million tonnes,0.87,percent,11.745,kilotonne,,,221.025,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/cd845f88-13a2-4f41-b56c-241ef448a779,19/10/2022
J03573,Canegrass Vanadium-Titanium,Canegrass,Vanadium,S0025535,-28.357139,118.401052,Youanmi Terrane,Alumina,Al2O3,No,79,million tonnes,12.17848101,percent,9.621,million tonnes,,,,,,,,,,,9.621,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ae681714-3508-490f-b770-0cc6864021c2,19/10/2022
J03573,Canegrass Vanadium-Titanium,Canegrass,Vanadium,S0025535,-28.357139,118.401052,Youanmi Terrane,Iron,Fe,No,79,million tonnes,29.71518987,percent,23.475,million tonnes,,,,,,,,,,,23.475,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ae681714-3508-490f-b770-0cc6864021c2,19/10/2022
J03573,Canegrass Vanadium-Titanium,Canegrass,Vanadium,S0025535,-28.357139,118.401052,Youanmi Terrane,Loss on ignition,LOI,No,79,million tonnes,2.95063291,percent,2.331,million tonnes,,,,,,,,,,,2.331,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/ae681714-3508-490f-b770-0cc6864021c2,19/10/2022
J03573,Canegrass Vanadium-Titanium,Canegrass,Vanadium,S0025535,-28.357139,118.401052,Youanmi Terrane,Phosphorus,P,No,79,million tonnes,0.00675949,percent,5.34,kilotonne,,,,,,,,,,,5.34,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ae681714-3508-490f-b770-0cc6864021c2,19/10/2022
J03573,Canegrass Vanadium-Titanium,Canegrass,Vanadium,S0025535,-28.357139,118.401052,Youanmi Terrane,Silica,SiO2,No,79,million tonnes,23.65949367,percent,18691,kilotonne,,,,,,,,,,,18691,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/ae681714-3508-490f-b770-0cc6864021c2,19/10/2022
