PROJ_CODE,PROJ_NAME,PRI_P_COM,RES_QTY,TOT_MIN_RES_QUANTITY,RES_CON,TOT_MIN_RES_CONT_COM_UNIT,RES_ALT_CONT_COM,TOT_MIN_RES_ALT_CONT_COM_UNIT
J00316,Ruby Queen - Halls Creek,Gold,0.08199999999999999,million tonnes,738.6,kilotonne,23746.54173,ounce (troy)
J00952,Ruby Well / Rubianna,Gold,0.22899999999999998,million tonnes,663.3,kilotonne,21325.590490000002,ounce (troy)
J04951,Ruth Well,Nickel,0.152,million tonnes,0.9576,kilotonne,,
J02129,Saddows,Gold,0.006999999999999999,million tonnes,112.0,kilotonne,3600.883664,ounce (troy)
J00657,Salt Creek,Zinc,2.745,million tonnes,95.12299999999999,kilotonne,,
J02278,Sandstone / Alto,Gold,12.597000000000001,million tonnes,20139.73,kilotonne,647507.3639,ounce (troy)
J03673,Sanjiv Ridge,Iron,64.252,million tonnes,36.726046000000004,kilotonne,,
J00656,Savannah Nickel,Nickel,13.456,million tonnes,209.8709,kilotonne,,
J02508,Scotia Gold,Gold,1.1,million tonnes,2310.0,kilotonne,74268.22557000001,ounce (troy)
J00658,Scotia Nickel - Broad Arrow,Nickel,0.9109999999999999,million tonnes,21.318,kilotonne,,
J00327,Sharks Gully - Kangaroo Flats,Gold,1.0,million tonnes,800.0,kilotonne,25720.5976,ounce (troy)
J00665,Sherlock Bay,Nickel,24.7,million tonnes,99.63,kilotonne,,
J04475,Shine / Mt Gibson,Iron,11.5,million tonnes,6.7128,kilotonne,,
J05417,Silver Knight,Nickel,0.39,million tonnes,10.995999999999999,kilotonne,,
J00452,Silver Swan - Black Swan,Nickel,29.8809,million tonnes,205.84908000000001,kilotonne,,
J03021,Silver Swan North,Gold,0.2646,million tonnes,671.7,kilotonne,21595.656759999998,ounce (troy)
J02677,Sinclair,Nickel,0.72,million tonnes,15.84,kilotonne,,
J00446,Sino - Cape Preston Iron,Iron,5088.0,million tonnes,1616.6929,kilotonne,,
J05346,Slate Dam,Gold,2.116,million tonnes,3580.8,kilotonne,115125.3949,ounce (troy)
J02198,Snake Hill,Nickel,0.35,million tonnes,3.15,kilotonne,,
J00051,Snake Well,Gold,2.753,million tonnes,6231.87,kilotonne,200359.2757,ounce (troy)
J01646,Solomon - Greater Solomon,Iron,4798.0,million tonnes,2693.3288,kilotonne,,
J00673,Sorby Hills,Lead,51.5,million tonnes,1489.5,kilotonne,,
J00276,South Kalgoorlie Operations,Gold,25.051,million tonnes,77834.2,kilotonne,2502427.672,ounce (troy)
J03419,South Murchison - Gullewa,Iron,1.153,million tonnes,0.5967020000000001,kilotonne,,
J03356,South Three - Kal East,Gold,1.298,million tonnes,1717.2,kilotonne,55209.26275,ounce (troy)
J00513,South Woodie Woodie - Enacheddong Creek,Manganese,14.24,million tonnes,1897.658,kilotonne,,
J00333,Spargos Reward,Gold,2.2640000000000002,million tonnes,6229.1,kilotonne,200270.2181,ounce (troy)
J00677,Spargoville Nickel,Nickel,0.3443,million tonnes,7.561710000000001,kilotonne,,
J03468,Spinifex Ridge - Kitty Gap Iron,Iron,5.502000000000001,million tonnes,3.216294,kilotonne,,
J04978,Spring Creek / FMG,Iron,23.9,million tonnes,13.1783,kilotonne,,
J03564,Steeple Hill Iron Project (SHIP),Iron,93.0,million tonnes,10.323,kilotonne,,
J02729,Strelley - McPhees,Gold,0.033,million tonnes,71.94,kilotonne,2312.924739,ounce (troy)
J03305,Sulphur Springs,Zinc,17.311,million tonnes,994.574,kilotonne,,
J01703,Sunrise Dam,Gold,73.58,million tonnes,142444.1,kilotonne,4579684.221,ounce (troy)
J01874,Sunset Well,Gold,1.0959999999999999,million tonnes,1534.4,kilotonne,49332.1062,ounce (troy)
J01003,Surprize,Gold,0.02,million tonnes,10.0,kilotonne,321.50747,ounce (troy)
J01085,Swincers,Gold,0.004,million tonnes,38.8,kilotonne,1247.4489839999999,ounce (troy)
J01127,Sylvania,Zinc,2.99,million tonnes,147.629,kilotonne,,
J05005,Symes Find / Mt Hampton,Gold,0.065,million tonnes,120.25,kilotonne,3866.127327,ounce (troy)
J06158,System Test Project,Gold,10.0,million tonnes,50000.0,kilotonne,1607537.35,ounce (troy)
J00751,Tallering Peak / Mt Gibson,Iron,11.64,million tonnes,7.148910000000001,kilotonne,,
J06200,Tambourah Gold and Copper,Gold,0.035,million tonnes,10.5,kilotonne,337.5828435,ounce (troy)
J01073,Tampia,Gold,5.4,million tonnes,8930.0,kilotonne,287106.1707,ounce (troy)
J00186,Tarmoola - King of the Hills,Gold,105.48899999999999,million tonnes,147883.6,kilotonne,4754568.209,ounce (troy)
J01699,Teal - Peyes Farm,Gold,5.3928,million tonnes,10738.552,kilotonne,345252.4685,ounce (troy)
J00338,Telfer / Newcrest,Gold,148.44,million tonnes,142653.0,kilotonne,4586400.512,ounce (troy)
J01287,Teutonic Bore - Jaguar,Zinc,6.97,million tonnes,423.9818,kilotonne,,
J01013,Thaduna / Ventnor,Copper,8.185,million tonnes,171.0774,kilotonne,,
J01339,The Mount,Gold,0.888,million tonnes,4215.6,kilotonne,135534.6891,ounce (troy)
J01135,Three Boys Hill,Gold,0.004,million tonnes,7.2,kilotonne,231.4853784,ounce (troy)
J01373,Three Rivers Iron / Alchemy,Iron,2.839,million tonnes,1.7034,kilotonne,,
J02419,Thunderbox Gold,Gold,86.914,million tonnes,144354.3,kilotonne,4641098.578,ounce (troy)
J02566,Thunderbox Nickel,Nickel,0.689037,million tonnes,14.630814,kilotonne,,
J03430,Tollu,Copper,3.8961300000000003,million tonnes,38.987564,kilotonne,,
J02723,Tropicana,Gold,126.1,million tonnes,217620.0,kilotonne,6996645.562000001,ounce (troy)
J03480,Tuckanarra Gold,Gold,1.9609999999999999,million tonnes,3097.47,kilotonne,99585.97431,ounce (troy)
J05974,Tumblegum South,Gold,0.6158,million tonnes,1379.392,kilotonne,44348.483210000006,ounce (troy)
J03203,Turner River - Orchard Well,Zinc,3.47,million tonnes,111.37,kilotonne,,
J01345,Twin Hills / Melrose,Gold,0.017,million tonnes,354.62,kilotonne,11401.2979,ounce (troy)
J04727,Two Dees / Nankivell,Gold,0.02,million tonnes,280.0,kilotonne,9002.209159999999,ounce (troy)
J04249,Ubini,Gold,0.02,million tonnes,63.0,kilotonne,2025.497061,ounce (troy)
J02010,Ulysses Gold,Gold,49.398,million tonnes,75066.6,kilotonne,2413447.265,ounce (troy)
J01565,Van Uden - Mt Holland,Gold,5.377999999999999,million tonnes,7395.51,kilotonne,237771.1709,ounce (troy)
J04242,Vivien,Gold,0.46399999999999997,million tonnes,1851.8,kilotonne,59536.75329,ounce (troy)
J05413,Wallbrook,Gold,2.167,million tonnes,2647.54,kilotonne,85120.38871,ounce (troy)
J03554,Warrawanda / Atlas,Iron,24.0,million tonnes,13.632,kilotonne,,
J02267,Warrawoona Gold / Calidus,Gold,43.83,million tonnes,47626.1,kilotonne,1531214.6919999998,ounce (troy)
J01037,Wattle Dam - Spargoville Gold,Gold,1.0862,million tonnes,2072.024,kilotonne,66617.1194,ounce (troy)
J03874,Webbs Patch,Gold,0.024,million tonnes,163.2,kilotonne,5247.00191,ounce (troy)
J04396,Weelumurra,Iron,196.49,million tonnes,105.42346200000001,kilotonne,,
J05977,Weerianna,Gold,0.975699,million tonnes,1951.398,kilotonne,62738.90339,ounce (troy)
J00755,Weld Range Iron Ore,Iron,56.71,million tonnes,31.2215,kilotonne,,
J02480,Weld Range Nickel Laterite,Nickel,353.0,million tonnes,2302.1,kilotonne,,
J00706,West Angelas,Iron,30.5,million tonnes,14.165,kilotonne,,
J02463,West Musgrave / Oz,Nickel,389.1,million tonnes,1170.15,kilotonne,,
J03693,West Pilbara - Anthiby Well,Iron,38.0,million tonnes,20.368,kilotonne,,
J03229,West Pilbara - Mt Stuart /API,Iron,162.0,million tonnes,88.1686,kilotonne,,
J00753,West Pilbara - Red Hill / API,Iron,816.0,million tonnes,460.79400000000004,kilotonne,,
J03948,West Pilbara / Hammer,Iron,11.5,million tonnes,6.1065,kilotonne,,
J03497,Western Creek - Homestead,Iron,375.1,million tonnes,210.7741,kilotonne,,
J03436,Western Hub / FMG,Iron,3038.9,million tonnes,1742.24859,kilotonne,,
J00354,Western Queen - Warda Warra,Gold,2.0968,million tonnes,5077.483,kilotonne,163244.8713,ounce (troy)
J01585,Westonia Heap Leach,Gold,0.23,million tonnes,230.0,kilotonne,7394.67181,ounce (troy)
J00711,Whim Creek - Mons Cupri,Zinc,7.655,million tonnes,69.32300000000001,kilotonne,,
J03549,White Well,Gold,4.57,million tonnes,3484.0,kilotonne,112013.2025,ounce (troy)
J00712,Whundo Base Metals,Zinc,3.585,million tonnes,50.9608,kilotonne,,
J02853,Widgiemooltha Gold,Gold,4.481,million tonnes,6191.75,kilotonne,199069.3877,ounce (troy)
J02789,Widgiemooltha Nickel / Mincor,Nickel,2.8,million tonnes,103.193,kilotonne,,
J02213,Wilconi,Nickel,91.0,million tonnes,666.0,kilotonne,,
J00438,Wild-Viper,Gold,0.05,million tonnes,100.0,kilotonne,3215.0747,ounce (troy)
J03101,Wilthorpe,Gold,1.2570000000000001,million tonnes,1920.55,kilotonne,61747.11715,ounce (troy)
J04172,Wiluna Calcine Tailings,Gold,33.6,million tonnes,19222.5,kilotonne,618017.7342,ounce (troy)
J03041,Wiluna West Iron,Iron,130.4,million tonnes,78.2699,kilotonne,,
J04955,Windanya,Gold,1.0193,million tonnes,1327.56,kilotonne,42682.04569,ounce (troy)
J00612,Windarra / Poseidon,Nickel,9.681000000000001,million tonnes,147.6087,kilotonne,,
J03296,Windarra Gold Tailings,Gold,10.745,million tonnes,5563.02,kilotonne,178855.2486,ounce (troy)
J00717,Wingellina,Nickel,215.837898,million tonnes,1952.4897260000002,kilotonne,,
J03640,Wodgina Iron / Atlas,Iron,24.7,million tonnes,13.4872,kilotonne,,
J03313,Wonmunna Iron,Iron,84.2,million tonnes,47.5815,kilotonne,,
J00725,Woodie Woodie (Mining Corridor) / ConsMin,Manganese,65.505913,million tonnes,19930.68261,kilotonne,,
J04959,Wycheproof,Gold,0.0766,million tonnes,219.842,kilotonne,7068.084522,ounce (troy)
J01038,Xanadu - Neerambah Spring,Gold,1.4980000000000002,million tonnes,2347.16,kilotonne,75462.94733,ounce (troy)
J02172,Yalgoo,Gold,5.4581,million tonnes,8210.118,kilotonne,263961.4267,ounce (troy)
J03225,Yalgoo Iron / FIJV,Iron,460.0,million tonnes,126.5,kilotonne,,
J03396,Yalgoo Iron / Venture,Iron,112.5,million tonnes,28.4625,kilotonne,,
J03847,Yalgoo Iron / Venus,Iron,698.2,million tonnes,204.6724,kilotonne,,
J03320,Yalleen,Iron,84.3,million tonnes,48.209695,kilotonne,,
J04673,Yamarna - Gruyere JV,Gold,169.5585,million tonnes,229221.405,kilotonne,7369639.399,ounce (troy)
J01858,Yamarna / Gold Road,Gold,6.45,million tonnes,15720.4,kilotonne,505422.6031,ounce (troy)
J00250,Yandal - Bronzewing,Gold,25.226,million tonnes,47765.4,kilotonne,1535693.291,ounce (troy)
J00732,Yandicoogina / HI-Yandi,Iron,788.0,million tonnes,473.7,kilotonne,,
J03838,Yandicoogina South,Iron,4.275,million tonnes,2.38545,kilotonne,,
J03193,Yarraloola / CZR,Iron,78.4,million tonnes,42.5408,kilotonne,,
J05367,Yarri / Nelson,Gold,0.084,million tonnes,147.0,kilotonne,4726.159809000001,ounce (troy)
J03751,Yerecoin,Iron,246.7,million tonnes,73.76664,kilotonne,,
J01279,Yerilla,Gold,0.527,million tonnes,1011.84,kilotonne,32531.411839999997,ounce (troy)
J03111,Yerilla / Wild Acre,Gold,0.128,million tonnes,647.86,kilotonne,20829.18295,ounce (troy)
J02349,Yerilla Nickel / Minara,Nickel,7.782,million tonnes,77.8962,kilotonne,,
J01866,Yilgangi,Gold,0.2258,million tonnes,316.12,kilotonne,10163.49414,ounce (troy)
J00366,Yilgangi Queen,Gold,0.1125,million tonnes,634.5,kilotonne,20399.64897,ounce (troy)
J00367,Youanmi Gold - OYG JV,Gold,27.9,million tonnes,99430.3,kilotonne,3196758.4189999998,ounce (troy)
J01061,Young River Nickel,Nickel,1.0,million tonnes,10.0,kilotonne,,
J03475,Yuinmery Copper-Gold,Copper,1.266,million tonnes,23.7647,kilotonne,,
J02775,Yundamindera / Saracen,Gold,2.428,million tonnes,3826.2,kilotonne,123015.1882,ounce (troy)
J00371,Yundamindra / Nex,Gold,2.451,million tonnes,4293.7,kilotonne,138045.6624,ounce (troy)
J04000,Zanthus Magnetite,Iron,103.6,million tonnes,27.454,kilotonne,,
J01082,Zelica - Eucalyptus,Gold,1.5378,million tonnes,3682.56,kilotonne,118397.0549,ounce (troy)
J03563,Zuleika North - Ora Banda / Evolution,Gold,5.77,million tonnes,11254.6,kilotonne,361843.7972,ounce (troy)
